,c_TotalGFA_mean,distanceCenter,angleCenter,BuildingAge,NumberofFloors,NumberofBuildings_mean,ENERGYSTARScore_mean,c_PropertyType_<K-12 School>,c_PropertyType_<Retail Store>,c_PropertyType_<Small- and Mid-Sized Office>,c_PropertyType_<Entertainment/Public Assembly>,c_PropertyType_<Large Office>,c_PropertyType_<Warehouse>,c_PropertyType_<Medical Office>,c_PropertyType_<Other>,c_PropertyType_<Mixed Use Property>,c_PropertyType_<Worship Facility>,c_PropertyType_<Restaurant>,c_PropertyType_<Hospital>,c_PropertyType_<Hotel>,c_PropertyType_<University>,c_PropertyType_<Self-Storage Facility>,c_PropertyType_<Office>,c_PropertyType_<Senior Care Community>,c_PropertyType_<Distribution Center>,c_PropertyType_<Parking>,c_PropertyType_<Data Center>,c_PropertyType_<Laboratory>,c_PropertyType_<Supermarket/Grocery Store>,c_PropertyType_<Refrigerated Warehouse>,c_PropertyType_<Manufacturing/Industrial Plant>,c_MainEnergy_<NaturalGas(kBtu)>,c_MainEnergy_<Electricity(kBtu)>,c_MainEnergy_<SteamUse(kBtu)>,GHGEmissions_mean,SiteEnergyUse_comp_mean
4432,95501.0,4.212198675275476,81.43759868678731,17,3.0,1.0,88.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.169220096867208,14.933182223930492
4434,33226.0,4.378782882141018,84.8278329290084,55,3.0,1.0,91.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.2364452904895007,13.576633887661064
4436,137738.0,4.636355266523404,83.63841173651598,31,5.0,1.0,61.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.497718948652777,15.371387870773678
4445,198562.0,5.052234901333481,106.2575313330121,3,5.0,1.0,99.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.115371929414176,15.209033976371368
4449,36000.0,11.218368815789534,111.77736509699095,50,2.0,1.0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.077894505106343,16.23893897692364
4450,25521.0,8.782305197798541,62.081647055150974,86,2.0,1.0,83.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.685463702429414,13.276863139152546
4451,23190.0,8.782305197798541,62.081647055150974,30,1.0,1.0,81.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.163792885530679,14.299715987547598
4455,23100.0,9.486853783408788,108.3926879450964,56,1.0,1.0,97.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5496173867804286,13.599670272760184
4456,33780.0,9.540660381740338,108.51751574136806,94,3.0,1.0,44.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.655007420835263,14.757562794374843
4459,44816.0,12.89699205595259,-54.68369731080384,62,2.0,1.0,71.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.244989102720071,14.426786672922528
4462,33105.0,7.051124617486754,-47.6722177347002,91,1.0,1.0,79.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.2612704335380815,14.36489359802774
4463,51001.0,8.04044923353914,-45.06779501555449,50,2.0,1.0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.435031189863859,15.715739679471795
4464,22320.0,5.73195625481508,-84.61246293508594,39,1.0,1.0,64.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0801088171035502,12.953833476987898
4465,45320.0,5.8199495573742395,-84.40824415801278,40,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5.852834463938453,16.141296517301978
4466,40000.0,5.785459745868647,-85.96624389138732,34,2.0,1.0,76.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.224623551524334,14.098634005657074
4467,27185.0,5.927060716115497,-85.006141654731,46,2.0,1.0,67.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.1775886028193603,14.051030801066451
4468,27760.0,5.964116974709635,-84.4043086408937,46,1.0,1.0,88.28785424654772,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.2014696741078175,13.073762245367197
4469,27680.0,6.104585311017284,-83.72561656065055,48,1.0,1.0,48.28599537406129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.144720769547168,14.372624361402368
4470,25872.0,5.973745216191633,-86.29666652839582,47,2.0,1.0,66.81171293819784,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8076619901034032,14.37043191571305
4471,24988.0,5.998299272358147,-85.68365274510039,47,2.0,1.0,44.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.329614293334151,14.638764523869435
4472,21386.0,5.998299272358147,-85.68365274510039,47,1.0,1.0,64.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.45107561936021673,12.325680681526576
4473,21436.0,5.939629070054111,108.55739798383016,58,2.0,1.0,94.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.3506671834767396,13.223896879378117
4474,20233.0,5.300496094089956,80.31418993533245,18,1.0,1.0,70.93196874633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.7700855920216627,13.28962628641602
4476,39310.0,5.703830835899459,114.38710356845179,10,4.0,1.0,73.27034356955342,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.62358104447576,13.817461653339192
4479,39185.0,5.214159231143182,110.30191826198254,31,3.0,1.0,94.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.3090820927543496,13.923402167699226
4482,46580.0,1.394225829666424,147.54317695190207,88,6.0,1.0,77.61589071770541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.637053079467074,13.511106787276526
4484,25920.0,1.3586683310739334,147.3673285022617,100,2.0,1.0,21.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.1954364733036495,13.068420259544018
4486,38880.0,1.5258431881350467,147.86538007457284,97,2.0,1.0,91.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.622855355038978,13.865372528496383
4487,61721.0,1.5267183328840743,149.49785179950825,106,8.0,1.0,93.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6087534096346516,14.879213891144111
4490,23995.0,1.7321039022714615,149.48727274502545,97,2.0,1.0,79.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.703398540213139,14.30022790756373
4493,1024950.0,0.6494275030520952,85.08889907260635,62,19.0,1.0,69.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.067200489441786,17.4223622824265
4494,39760.0,0.700617702888161,69.9516336996577,91,4.0,1.0,91.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.022761473894096,14.741471135814837
4495,30971.0,0.7305171649490249,66.59184618019704,96,3.0,1.0,51.73608460089709,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.520265678897648,14.849087899522493
4496,22667.0,0.6747421486769172,66.59931974254012,70,3.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.928665731229005,15.116293240847625
4501,26170.0,5.573243070256828,113.16902047658084,15,5.0,1.0,73.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.2401776328654286,14.114106605725617
4502,18155.0,5.605340907514415,113.89601643244184,105,2.0,1.0,98.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.6871279210751298,13.799357801777475
4503,30886.0,5.502882607272346,114.22980409550725,110,3.0,1.0,87.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.1587147225743437,14.03277606738965
4505,78868.0,5.6135757391592,115.5453195693205,69,1.0,1.0,93.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.4288125486951286,14.456295188476002
4507,22388.0,5.925642743501871,118.57579366808928,35,2.0,1.0,76.83117252040874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.1453463165675544,13.209360004285177
4509,36839.0,6.202561432307083,120.80926766376918,30,2.0,1.0,55.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.8326249356838407,14.505795145210742
4511,62200.0,5.9666880805694325,124.93752361860348,67,3.0,1.0,82.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.3751908236645995,14.374685105710418
4512,23600.0,5.558995183107293,120.69507243929468,35,2.0,1.0,84.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.6476966245511908,13.521929118414828
4514,40067.0,5.807826088181432,121.15244973720785,30,3.0,1.0,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.859912550411456,14.733546565957662
4515,26419.0,5.807826088181432,121.15244973720785,27,3.0,1.0,70.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.9685099809725544,13.842826555736968
4517,38723.0,5.592266497921002,117.30434011325616,20,3.0,0.5,31.841544416068274,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6463633170108576,15.409820720813629
4518,32739.0,5.641025264547494,119.96677712901712,36,3.0,1.0,46.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5552874465497997,14.42891488172425
4520,70296.0,5.561660580283662,119.36892323503432,36,3.0,1.0,86.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.974253241876867,14.848087027325388
4521,27838.0,0.7078877321109938,235.8905746962502,114,4.0,1.0,74.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.189416394888408,14.063181635072048
4522,44708.0,6.300568906722358,252.40317917565451,45,2.0,1.5,48.471408026476546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.298056622742642,14.424348253589175
4529,92129.0,13.364403282303616,95.43314573423339,52,2.0,1.0,58.55160947949115,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.016915532053406,15.552559937289251
4531,20236.0,13.156105955746478,95.25190709880698,55,1.0,1.0,67.9737484256319,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8855763554131624,14.497715085482206
4532,39815.0,12.88440716462458,97.11894448984913,65,2.0,1.0,66.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.693120448371191,14.531921281700651
4535,26994.0,12.989474095194481,95.50176039201651,58,2.0,1.0,51.5069039723556,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.853708542322243,14.977631619010642
4536,48112.0,13.070097337855445,96.57548197040238,44,1.0,1.0,71.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.3781562798411198,14.251743769177315
4537,19050.0,12.93847773824412,96.59310130578889,7,1.0,1.0,50.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.3966872261842695,13.937325897390044
4538,42793.0,14.452995977118471,97.69315914839552,15,2.0,1.0,32.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.4676757128596383,14.341732645541269
4541,45000.0,13.580690860094922,96.37443541572402,9,2.0,1.0,63.30279007843737,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.129454829438238,15.570559188334425
4543,26115.0,13.245975202896075,96.7056781653946,18,1.0,1.0,42.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5105001165526057,14.314752853261975
4545,30044.0,7.314390882177058,81.99541939106876,67,1.0,1.0,83.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.757588952121082,13.897672863855394
4547,49468.0,4.868908342917963,118.7781748337393,9,4.0,1.0,81.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.124065163671182,14.449847048663019
4548,46539.0,4.7862156330154075,114.91050363792193,46,2.0,1.0,76.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.1404347316311005,15.466568322545566
4551,24416.0,1.765374937414472,152.87329095672703,96,2.0,1.0,31.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.7880929087757464,13.831738175068924
4552,50348.0,1.6882119010659413,153.43832422600954,98,3.0,1.0,96.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.2622837962205202,14.13594559772118
4554,28800.0,2.3132417556296856,123.98950279321527,88,2.0,1.0,57.528439178602774,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.4790562361098245,12.972616652582552
4555,31945.0,3.9637352487644626,151.04203233335738,61,5.0,1.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.534490149976828,14.408343358570102
4560,85963.0,3.4043703235195264,153.1269594602922,31,5.0,1.0,43.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.4461707473048864,15.319808597063908
4566,34680.0,0.89910887213803,167.36282324970742,116,4.0,1.0,92.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.2960220340448543,13.98558745394179
4570,16200.0,0.9154379282842187,133.5284241828873,101,1.0,1.0,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.029892125200696,14.567110356187658
4571,35200.0,1.0015774676707376,139.5070265662476,109,6.0,1.0,7.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0492730404820207,14.922925489440539
4572,35840.0,0.8231354261867143,142.08360737124107,109,5.0,1.0,79.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.843422913935889,14.278306083637418
4573,23230.0,0.8067344886689476,138.69372289476084,75,2.0,1.0,57.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.260199376497608,14.133595130042904
4574,21713.0,0.8099715141799452,142.25540156835226,88,4.0,1.0,15.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.322011202263895,14.896963431097133
4577,52284.0,0.7686851555179095,79.58247323704798,52,4.0,1.0,50.26104722152211,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.610356712675392,15.950474905773403
4584,20411.0,0.7438659774316978,43.90376671704236,104,3.0,0.5,74.53127706871348,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.252273808552708,14.497041277947462
4592,21571.0,1.1376812670377396,33.110730141935065,54,2.0,1.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.466712392840524,14.905137768106595
4593,73549.0,1.1774232312105504,40.51502002787418,106,3.0,1.0,90.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.672267929520586,14.854413888801032
4595,50280.0,1.1069821405676596,21.17437309147216,28,5.0,1.0,15.619533552973238,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.088353026197013,16.178128874403797
4597,37506.0,0.4393114542881791,91.7405364507823,100,3.0,1.0,87.08176124598683,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.990002046744735,13.894582159651604
4598,70600.0,0.3510063145367135,86.00361279595828,54,3.0,1.0,51.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.8820819665104835,14.76953835485299
4602,27744.0,7.485520811127978,121.33640556724175,23,1.0,1.0,66.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.563882963939251,15.437557837137524
4603,36444.0,7.816263744023599,123.19994879768767,56,1.0,1.0,78.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.16551443847757352,12.042261705275253
4605,57310.0,7.181354315640921,124.47795571340619,65,1.0,2.0,53.93578768740076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.583935518341326,14.06699663817881
4606,20734.0,2.228715287347404,116.74530639281284,96,2.0,1.0,66.57808195019336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.9274534328006965,13.910523875527545
4607,40686.0,2.2507046406506883,114.08435128720927,97,3.0,1.0,100.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.275554390163365,14.562747880584443
4608,45271.0,2.2947018766701444,113.47310418321926,52,2.0,1.0,53.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.354976557947302,14.750421060973265
4609,28380.0,2.332649813472039,113.00959327219445,96,3.0,1.0,54.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6208682434973927,14.206773626167113
4610,504590.0,2.1129335945820373,109.6183293428238,7,5.0,1.0,77.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0909817739574725,17.133215020144764
4612,37481.0,2.555038372152761,93.74291853348718,90,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.2601414466837575,15.812522347328382
4615,23241.0,3.0323388632622894,149.84519255419545,7,3.0,1.0,63.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0325462466767075,13.539192338324762
4616,155795.0,2.8745801392344124,145.4019861385415,54,1.0,1.0,36.790362775089264,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.47166124430964,16.6962005708793
4617,21018.0,3.2860912768285124,144.8380305473432,14,1.0,1.0,45.90413250697283,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.245322994883049,14.37478257253069
4618,28631.0,3.2860912768285124,144.8380305473432,18,1.0,1.0,48.437861520553696,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.235457435789021,15.600435306946617
4619,50000.0,2.763198269756738,141.6192578234253,55,2.0,1.0,10.832859263624812,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.305298532706603,16.726464051337707
4620,33000.0,3.071843482102786,145.21866695279445,24,2.0,1.0,54.10253941033992,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.76445064096101,14.623474155894575
4621,57638.0,1.9913804416603156,120.13138969980015,17,4.0,1.0,82.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.6634014494333282,14.537242765829935
4622,62941.0,1.8792944679369707,115.778170686535,9,4.0,1.0,92.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.25405120762004,14.686708312642521
4623,41654.0,1.90998014581705,116.89472800304247,88,3.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.500523246647367,16.056883750477525
4625,214944.0,1.901507832545958,118.84470177854388,3,6.0,1.0,92.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.467286478624705,15.816280644082847
4626,35780.0,1.9503917914834785,118.05673076502637,90,4.0,1.0,39.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.6905648867611904,14.564399399243246
4628,18156.0,3.5348921763375674,147.16124766979698,52,4.0,1.0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.3164082336557241,13.189287176503214
4631,49680.0,0.48297373986151193,226.3153046267197,50,1.0,1.0,59.84733562949471,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.895448884287139,14.918594168689596
4633,20246.0,1.114694843352884,159.99784957580235,100,2.0,1.0,72.93811453796164,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.214300178126474,14.087689957550818
4634,34000.0,1.2522500967459382,154.32688778893674,97,4.0,1.0,76.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.271304549231829,14.471157045288212
4641,25477.5,1.265935174926836,160.02592280030106,104,2.0,1.0,67.00073829267394,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.401370221604118,15.754633583660592
4642,40715.0,1.357060628017138,164.3170660470329,101,6.0,1.0,63.59314907686975,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.844707298143279,14.87080050662976
4646,77575.0,1.8758039050966133,158.91445090116437,26,4.0,1.0,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.4714836294558595,14.345057930970519
4648,36160.0,1.4934691600800034,156.5308603860412,106,4.0,1.0,42.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.6181254935742233,14.491985272158807
4649,17849.0,1.5198859502980497,158.18691465395,98,1.0,1.0,91.18888555229672,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.934653773073627,15.442419656506258
4654,68048.0,1.982163709721382,156.04044816595865,107,5.0,1.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.6616571615324998,14.278727459383518
4655,27142.0,1.945833635622475,154.77047087218125,106,3.0,1.0,61.32698935183193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.3299435548036564,14.584386307515514
4657,22710.0,2.0215723937152927,152.6625759419803,86,2.0,0.5,70.11554939232536,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6805683983530851,12.5541116569157
4660,50499.0,3.521156775971991,87.61096767878358,16,3.0,1.0,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0851158346886765,14.952597768932277
4661,57972.0,3.4704886096265195,85.14778369168731,52,5.0,1.0,68.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.810875823423188,15.113224083866305
4662,45960.0,3.202885351965626,71.58329283120214,86,2.0,1.0,57.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.188586202394875,15.231665010884907
4668,272414.0,2.2642772861193956,137.0716117020717,8,4.0,1.0,63.67773954820771,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.396691030906297,16.024081575847305
4669,54800.0,2.300694458725849,135.66772535934876,3,3.0,1.0,75.12524035830438,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.3020849679523634,14.17599259571595
4670,38500.0,2.344720676481293,134.3486558055672,57,4.0,1.0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.150173388848878,14.76457066083938
4671,19000.0,2.446570251608819,130.7074956300867,55,3.0,1.0,93.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.4518904959776733,13.72935227153485
4673,27338.0,2.0646464290108093,125.90894743879954,56,1.0,1.0,60.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.3506671834767394,13.224351211961894
4675,85000.0,4.297564491527946,69.74534252855663,17,2.0,1.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.1920004734943745,14.413917296388561
4677,36416.0,4.111681854657287,152.03643299256618,54,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.967888810579276,16.25750479197596
